system_id,word,ner
359,皮亞薩,PERSON
359,陳立勳,PERSON
359,台中,GPE
359,晚間,TIME
359,台中洲際球場,FAC
359,義大利,GPE
359,古巴,GPE
359,明天,DATE
359,義大利,GPE
359,中華隊,GPE
359,大利,ORG
359,皮亞薩,PERSON
359,明天,DATE
359,中華隊,ORG
359,皮亞薩,PERSON
359,中華隊,ORG
359,經典賽,EVENT
359,中華隊,ORG
359,美國,GPE
359,今天,DATE
359,義大利,GPE
359,哈維,PERSON
359,古巴,GPE
359,皮亞薩,PERSON
359,哈維,PERSON
359,義大利人,NORP
359,義大利,GPE
359,義大利,GPE
359,古巴,GPE
359,大聯盟,ORG
359,昨天,DATE
359,義大利教練團,ORG
359,台灣,GPE
359,徐志維,PERSON
359,皮亞薩,PERSON
359,徐志維,PERSON
359,中華隊,ORG
359,義大利人,NORP
359,美國,GPE
359,昨天,DATE
360,中國隊,ORG
360,日本隊,ORG
360,蘿莉,PERSON
360,大谷翔平,PERSON
360,中華隊,ORG
361,台灣,GPE
361,明天,DATE
361,義大利,GPE
361,義大利,GPE
361,世界盃,EVENT
361,明天,DATE
361,義大利,GPE
362,中華隊,ORG
362,六,CARDINAL
362,大谷,PERSON
362,中華隊,ORG
362,中華隊,ORG
362,中國隊,ORG
363,大谷,PERSON
363,中華台北,GPE
363,中國,GPE
363,中華隊,ORG
364,台灣,GPE
364,經典賽,EVENT
364,三,CARDINAL
364,昨天,DATE
364,台灣,GPE
364,第二,ORDINAL
364,台灣,GPE
365,池宗玲,PERSON
365,林襄,PERSON
365,林襄,PERSON
365,今日,DATE
365,筠熹,PERSON
365,阿布舞,PERSON
365,林襄,PERSON
365,日前,DATE
365,日,GPE
365,晚間,TIME
365,中華隊,ORG
365,巴拿馬,GPE
365,林襄,PERSON
365,約公斤,QUANTITY
365,林襄,PERSON
365,林襄,PERSON
365,近日,DATE
365,王淨林襄,PERSON
365,林襄,PERSON
365,筠熹,PERSON
365,林襄,PERSON
365,韓國人,NORP
365,林襄,PERSON
365,林襄,PERSON
365,林襄,PERSON
365,郭書瑤,PERSON
365,早上六點,TIME
365,賈永婕,PERSON
366,三十公分,QUANTITY
366,魯熊熊,PERSON
366,中共,ORG
366,台灣,GPE
366,林襄,PERSON
366,昨天,DATE
366,中華隊,ORG
366,林襄,PERSON
366,中華隊,ORG
366,民視,ORG
366,台灣隊,ORG
366,三,CARDINAL
366,三立新聞自由時報,WORK_OF_ART
366,三,CARDINAL
366,民視,ORG
366,民視自由時報,WORK_OF_ART
366,台獨,GPE
367,中國,GPE
367,中國,GPE
367,中國,GPE
367,中國,GPE
367,中國,GPE
367,中國人,NORP
368,昨天,DATE
368,巴拿馬,GPE
369,日,GPE
369,日,GPE
369,中華隊,ORG
370,中國隊,ORG
370,中國中華台北隊,ORG
370,三,CARDINAL
370,中國隊,ORG
370,中國,GPE
370,中華台北隊,ORG
370,中國,GPE
370,阿蒙,PERSON
370,大谷,PERSON
370,兩,CARDINAL
370,中國隊,ORG
370,中國中華台北隊,ORG
371,昨天,DATE
371,巴拿馬,GPE
371,中華隊,ORG
372,東京,GPE
372,中國,GPE
372,日本,GPE
372,日本,GPE
372,梁培,PERSON
372,去年,DATE
372,日本中央聯盟,ORG
372,王,PERSON
372,中國,GPE
372,中國,GPE
373,多年前,DATE
373,中國棒球隊,ORG
373,今年,DATE
373,中國棒球隊,ORG
373,日本隊,ORG
373,中國隊,ORG
374,大谷,PERSON
374,日本隊,ORG
374,中國隊,ORG
374,第二,ORDINAL
374,中華隊,GPE
375,兩,CARDINAL
375,兩,CARDINAL
376,英國捷克菲律賓,PERSON
376,巴拿馬,GPE
376,中華隊,ORG
376,中華隊,ORG
377,中國隊,ORG
377,中華隊,ORG
377,日本,GPE
377,中國,GPE
378,中華隊,GPE
378,昨天,DATE
378,巴拿馬,GPE
378,昨晚,TIME
378,中華隊,GPE
378,今天,DATE
378,荷蘭,GPE
378,中華隊,ORG
378,第二,ORDINAL
378,明天晚上,TIME
378,台灣,GPE
378,第二,ORDINAL
378,中華隊,ORG
378,中華隊,ORG
378,中華隊,ORG
379,明朝,DATE
379,薩爾滸戰役,EVENT
379,萬曆三大征三戰,EVENT
379,戚繼光,PERSON
379,李如松,PERSON
379,明朝,DATE
379,明朝,DATE
379,昨天,DATE
380,中華隊,GPE
380,麥當勞,ORG
380,麥當勞,ORG
380,麥當勞,ORG
380,中華隊,ORG
380,幾歲,DATE
381,三立,PERSON
381,蔣季容,PERSON
381,台灣,GPE
381,大聯盟,ORG
381,台灣隊,ORG
381,巴拿馬,GPE
381,劉彥池,PERSON
381,台灣隊,ORG
381,巴拿馬,GPE
381,台灣,NORP
381,美國大聯盟,ORG
381,台灣隊,ORG
381,昨日,DATE
381,經典賽,EVENT
381,大聯盟,ORG
381,莫納根,PERSON
381,洲際球場,FAC
381,第局,ORG
381,台灣,GPE
381,台灣,GPE
381,台灣隊,ORG
381,巴拿馬,GPE
381,巴拿馬隊,GPE
381,巴拿馬隊,ORG
381,歐提茲,PERSON
381,巴拿馬,GPE
381,台灣,GPE
381,台灣,GPE
381,台灣隊,ORG
381,巴拿馬,GPE
381,台灣隊局,ORG
381,劉彥池,PERSON
382,中國,GPE
382,大谷翔平,PERSON
382,日本,GPE
382,中華,GPE
382,台灣隊,ORG
382,阿里,PERSON
382,巴拿馬,GPE
382,七,CARDINAL
382,中國,GPE
382,中國,GPE
383,北京,GPE
383,奧運,EVENT
383,中華隊,ORG
383,中國隊,ORG
383,中華隊,ORG
383,四,CARDINAL
383,奧運,EVENT
383,中華隊,ORG
383,中國隊,ORG
384,三立,ORG
384,黃韻璇,PERSON
384,中國隊,ORG
384,日本,GPE
384,世界棒球經典賽,EVENT
384,東京巨蛋,FAC
384,今日,DATE
384,日本隊,GPE
384,二,CARDINAL
384,中國隊,ORG
384,兩,CARDINAL
384,中國,GPE
384,日本,GPE
384,日本,GPE
384,中國,GPE
384,第棒,ORDINAL
384,梁培,PERSON
384,日本,GPE
384,日本隊,ORG
384,中國,GPE
384,大谷翔平,PERSON
384,兩,CARDINAL
384,中國,GPE
384,中國隊,ORG
384,王翔,PERSON
384,日本,GPE
384,第分,ORDINAL
384,岡本,GPE
384,藤健介,PERSON
384,王翔,PERSON
384,二,CARDINAL
384,王翔,PERSON
384,日本隊,GPE
384,第二,ORDINAL
384,大谷翔平,PERSON
384,日本,GPE
384,中國隊,ORG
384,王唯,PERSON
384,三,CARDINAL
384,日本隊,ORG
384,田壯亮,PERSON
384,滿壘殘，局,ORG
384,中國,GPE
384,日本,GPE
384,中國隊,ORG
384,楊晉,PERSON
384,日,GPE
384,大谷翔平,PERSON
384,大谷,PERSON
384,兩,CARDINAL
384,中國,GPE
384,王翔,PERSON
384,第次,ORDINAL
384,四,CARDINAL
384,第二,ORDINAL
384,第三,ORDINAL
384,中國隊,ORG
384,王唯,PERSON
384,日本隊,ORG
384,中國隊,ORG
384,第棒,ORDINAL
384,梁培,PERSON
384,日本隊,ORG
384,中國隊,ORG
384,中國隊,ORG
384,三立,ORG
385,三立,PERSON
385,林偉帆,PERSON
385,哈孝遠,PERSON
385,高雄,GPE
385,海神日,PERSON
385,台啤,GPE
385,台啤,ORG
385,第三,ORDINAL
385,台啤,ORG
385,英熊,PERSON
385,球隊,ORG
385,哈孝遠,PERSON
385,哈孝遠,PERSON
385,哈孝遠,PERSON
385,台啤,ORG
385,昨日,DATE
385,高雄海神,LOC
385,半,CARDINAL
385,第節,ORDINAL
385,台啤,ORG
385,哈孝遠,PERSON
385,哈孝遠,PERSON
385,孝遠,PERSON
385,哈孝遠,PERSON
385,兩,CARDINAL
385,哈孝遠,PERSON
385,今天,DATE
385,經典賽,EVENT
385,倆,CARDINAL
386,日,GPE
386,安安阿,PERSON
386,齋橋哥,PERSON
386,心齋橋哥,GPE
386,今天,DATE
386,中國,GPE
386,日本,GPE
386,大谷,PERSON
386,中國,NORP
386,日本,NORP
386,中國,GPE
387,張宏業,PERSON
387,台北,GPE
387,太陽聯盟,ORG
387,曾莞婷,PERSON
387,楊謹華,PERSON
387,太陽聯盟,ORG
387,富陽會,ORG
387,昨晚,TIME
387,台北,GPE
387,花園酒店,FAC
387,七,CARDINAL
387,七,CARDINAL
387,莞婷,PERSON
387,楊謹華,PERSON
387,富陽,GPE
387,元元,PERSON
387,太陽聯盟,ORG
387,黃俊傑,PERSON
387,麥克,PERSON
387,王嘉村,PERSON
387,天道盟,ORG
387,瑤山牛,PERSON
387,富龍,ORG
387,陽盛英,GPE
387,雄聚集團,ORG
387,北市,GPE
387,台北市警察局長,ORG
387,張榮興,PERSON
387,夏天,DATE
387,台中科技大學,ORG
387,曾莞婷,PERSON
387,兩,CARDINAL
387,四,CARDINAL
387,中國,NORP
387,上海法拉利車展,EVENT
387,馬王,PERSON
387,兩,CARDINAL
387,夏天,DATE
387,昨晚,TIME
387,嘉南藥理大學,ORG
387,楊謹華,PERSON
387,高雄,GPE
387,昨天,DATE
387,俊傑,PERSON
387,法文系,LANGUAGE
387,昨晚,TIME
387,晚宴,TIME
387,張宏業,PERSON
387,楊謹華,PERSON
387,胡經周,PERSON
387,太陽聯盟,ORG
387,黃俊傑,PERSON
387,富陽,PERSON
387,宏業,ORG
387,妮妮,PERSON
387,太陽聯盟,ORG
387,胡經周,PERSON
387,夏天,DATE
387,曾莞婷,PERSON
387,胡經周,PERSON
387,夏天,DATE
387,胡經周,PERSON
387,張宏業,PERSON
387,婷婷,PERSON
387,婷婷,PERSON
388,義大利,GPE
388,古巴,GPE
388,義大利,GPE
388,中華隊,ORG
388,明天,DATE
388,義大利,GPE
388,義大利,GPE
389,日本,GPE
389,今天,DATE
389,中華隊,ORG
389,昨天,DATE
390,中國隊,ORG
390,昨天,DATE
390,中華隊,GPE
390,兩岸,GPE
390,十年,DATE
390,中華隊,ORG
390,第二,ORDINAL
391,韓國隊,ORG
391,澳洲隊,ORG
391,日本隊,ORG
391,今天,DATE
391,中國隊,ORG
391,七,CARDINAL
391,韓國隊,ORG
392,中國,GPE
392,國際賽,EVENT
392,今天,DATE
392,日本,GPE
392,第局,ORG
392,中華隊,ORG
392,巴塞隆納奧運,EVENT
392,日本派,GPE
392,杜哈亞運,EVENT
392,日,GPE
392,韓,GPE
392,中國,GPE
392,中華隊,ORG
393,澳洲,GPE
393,韓國,GPE
393,古巴義大利,GPE
393,荷蘭巴拿馬,GPE
393,九,CARDINAL
393,古巴義大利,GPE
393,義大利,GPE
393,古巴,GPE
393,古巴,GPE
393,中華隊,ORG
394,日本,GPE
394,日本,GPE
394,中國,GPE
394,中國,GPE
394,日本,GPE
394,日本,NORP
394,中國,NORP
394,中國棒球隊,ORG
395,三立,ORG
395,黃韻璇,PERSON
395,台灣隊,ORG
395,日本人,NORP
395,王建民,PERSON
395,台中洲際棒球場,FAC
395,台灣,GPE
395,巴拿馬,GPE
395,台灣人,NORP
395,日本,NORP
395,台灣,GPE
395,三級棒,GPE
395,日媒,ORG
395,台灣隊,GPE
395,日本,NORP
395,日本,GPE
395,台灣隊,ORG
395,當年,DATE
395,王建民,PERSON
395,陽岱鋼,PERSON
395,台灣,GPE
395,三,CARDINAL
395,台灣,GPE
395,日本,NORP
395,台灣,GPE
395,三,CARDINAL
395,台灣,GPE
395,昨日,DATE
395,晚間,TIME
395,台灣隊,ORG
395,胡智為,PERSON
395,巴拿馬,GPE
395,第局,ORG
395,四,CARDINAL
395,巴拿馬,GPE
395,第分,ORDINAL
395,陳冠偉,PERSON
395,台灣隊,ORG
395,張育成,PERSON
395,台灣,GPE
395,鄧愷威,PERSON
395,曾峻岳,PERSON
395,吳哲源,PERSON
395,台灣隊,ORG
395,台灣隊,ORG
395,第分,ORDINAL
395,台灣隊,ORG
395,巴拿馬,GPE
395,台灣隊,ORG
395,第局,ORG
395,鄭宗哲,PERSON
395,三,CARDINAL
395,台灣,GPE
395,第分,ORDINAL
396,台灣,GPE
396,巴拿馬,GPE
396,昨天,DATE
396,巴拿馬,GPE
396,中華隊,ORG
396,巴拿馬,GPE
397,巴拿馬,GPE
397,十二,CARDINAL
397,中華隊,ORG
397,日本隊,ORG
397,八,CARDINAL
397,中國隊,ORG
397,七分,TIME
397,臺灣人,NORP
397,巴拿馬,GPE
397,日本隊,ORG
397,中華隊,ORG
397,中國隊,ORG
398,義大利,GPE
398,古巴,GPE
398,古巴,GPE
398,明天,DATE
398,義大利,GPE
398,台灣,GPE
398,中華隊,ORG
398,明天,DATE
398,中華隊,ORG
398,義大利,GPE
398,日本,GPE
398,韓國,GPE
399,義大利,GPE
399,古巴比,PERSON
399,中華隊,ORG
399,明天,DATE
399,四海,GPE
400,義大利,GPE
400,古巴,GPE
400,義大利,GPE
400,中華隊,ORG
400,義大利,GPE
400,中華隊,ORG
401,黃宣尹,PERSON
401,經典賽,EVENT
401,林佳龍,PERSON
401,台中洲際球場,FAC
401,三星少棒,EVENT
401,世界棒球,EVENT
401,台灣隊,GPE
401,巴拿馬隊,GPE
401,日,GPE
401,總統府,ORG
401,林佳龍,PERSON
401,台中,GPE
401,經典賽,EVENT
401,洲際球場,FAC
401,台,GPE
401,盧秀燕,PERSON
401,去年,DATE
401,宜蘭,GPE
401,三星國小棒球隊,ORG
401,台灣,GPE
401,林佳龍,PERSON
401,台灣,GPE
401,台灣人,NORP
401,台灣,GPE
401,林佳龍,PERSON
401,經典賽,EVENT
401,台中洲際棒球場,FAC
401,台中,GPE
401,胡志強,PERSON
401,台中,GPE
401,中信兄弟隊,ORG
401,林佳龍,PERSON
401,台中市,GPE
401,台,GPE
401,台灣,GPE
401,林佳龍,PERSON
401,洲際棒球場,FAC
401,當年,DATE
401,台中市,GPE
401,盧秀燕,PERSON
401,中信兄弟球團,ORG
401,台灣,NORP
401,林佳龍,PERSON
401,去年,DATE
401,宜蘭,GPE
401,三星國小棒球隊,ORG
401,林佳龍,PERSON
401,光合基金會,ORG
401,棒球隊,ORG
401,美國大聯盟,ORG
402,安安阿,PERSON
402,齋橋哥,PERSON
402,去年,DATE
402,兩年,DATE
403,中華隊,ORG
403,江少慶,PERSON
403,義大利,GPE
403,賴冠文,PERSON
403,台中,GPE
403,中華隊,ORG
403,昨天,DATE
403,巴拿馬,GPE
403,今日,DATE
403,明天,DATE
403,義大利,GPE
403,江少慶,PERSON
403,中華隊,ORG
403,經典賽,EVENT
403,江少慶,PERSON
403,月日,DATE
403,統獅先發局,ORG
403,月日,DATE
403,中信,ORG
403,江少慶,PERSON
403,卡斯提拉尼年洛磯隊,ORG
403,第二,ORDINAL
403,明星隊,ORG
403,年月日,DATE
403,大聯盟,ORG
403,運動家隊,ORG
403,去年,DATE
403,累積場共局,ORG
403,三,CARDINAL
403,中華隊,ORG
403,巴拿馬,GPE
403,連戰,PERSON
403,義大利荷蘭古巴,GPE
403,日晚上,TIME
403,中午,TIME
403,古巴,GPE
403,義大利,GPE
403,中華隊,ORG
403,林岳平,PERSON
403,巴拿馬,GPE
403,夏威夷,GPE
404,日本人,NORP
404,日本人,NORP
404,村上柏融,PERSON
405,巴拿馬,GPE
405,中華隊,ORG
406,今天,DATE
406,明天,DATE
406,中華隊,GPE
406,越南,GPE
406,中華隊,GPE
406,台中工業區,LOC
407,中國,GPE
407,中國,GPE
407,奧運,EVENT
407,中國,GPE
407,中華隊,ORG
408,世界棒球錦標賽,EVENT
409,日本隊,ORG
409,中國隊,ORG
409,日本隊,ORG
409,今年,DATE
409,日本,GPE
409,日本隊,ORG
409,台灣,GPE
409,日本,GPE
409,中國台北隊,ORG
409,兩岸,LOC
409,台灣省隊,ORG
409,國家隊,ORG
410,中華隊,ORG
410,巴拿馬,GPE
410,夏威夷,GPE
410,中華隊,ORG
411,南韓,GPE
411,日本,GPE
411,義大利,GPE
411,臺灣,GPE
411,昨天,DATE
411,巴拿馬,NORP
411,中華隊,ORG
411,明天,DATE
411,義大利,GPE
411,中華隊,GPE
411,南韓,GPE
413,許敏溶,PERSON
413,中華隊,ORG
413,巴拿馬,GPE
413,許敏溶,PERSON
413,台北,GPE
413,昨天,DATE
413,中華隊,ORG
413,巴拿馬,GPE
413,第七,ORDINAL
413,今日,DATE
413,教育部大專校院,ORG
413,台體大,ORG
413,張哲維,PERSON
413,張哲維,PERSON
413,巴拿馬,GPE
413,大聯盟,ORG
413,中華隊,GPE
413,中華隊,ORG
413,巴拿馬,GPE
413,昨晚,TIME
413,教育部,ORG
413,年月日,DATE
413,教育部,ORG
413,今天,DATE
413,下午,TIME
413,國家圖書館,FAC
413,台灣體育運動大學休閒運動學系,ORG
413,張哲維,PERSON
413,張哲維,PERSON
413,張哲維,PERSON
413,今年,DATE
413,第五年,DATE
413,張哲維,PERSON
413,昨晚,TIME
413,中華隊,ORG
413,經典賽,EVENT
413,巴拿馬,GPE
413,第七,ORDINAL
413,張哲維,PERSON
413,兩,CARDINAL
413,中華隊,ORG
413,巴拿馬,GPE
413,巴拿馬,GPE
413,大聯盟,ORG
413,中華隊,GPE
413,中華隊,GPE
413,巴拿馬,GPE
413,昨晚,TIME
414,三,CARDINAL
415,台灣,GPE
415,今天,DATE
415,晚上,TIME
415,台灣,GPE
415,台灣,GPE
415,義大利,NORP
415,台灣,GPE
415,今天,DATE
415,巴拿馬,GPE
415,前天晚上,TIME
416,曹錦輝,PERSON
416,郭泓志,PERSON
416,台灣,GPE
416,葉國吏,PERSON
416,世界經典賽,EVENT
416,中華隊,GPE
416,巴拿馬,GPE
416,中華隊,GPE
416,旅美,GPE
416,王建民,PERSON
416,曹錦輝,PERSON
416,郭泓志,PERSON
416,台灣,GPE
416,曹錦輝,PERSON
416,旅美,GPE
416,郭泓志,PERSON
416,郭泓志,PERSON
416,曹錦輝,PERSON
416,郭泓志,PERSON
416,曹錦輝,PERSON
416,經典賽,EVENT
416,大聯盟,ORG
416,五年,DATE
416,曹,PERSON
416,錦輝,PERSON
416,曹錦輝,PERSON
416,中華青棒代表隊,ORG
416,旅美,GPE
416,大聯,ORG
416,第位,ORDINAL
416,大聯盟,ORG
416,台灣,GPE
417,中華隊,ORG
417,兩,CARDINAL
417,大聯盟,ORG
417,宋家豪,PERSON
417,吾郎,PERSON
418,今晚,TIME
418,中華隊,ORG
418,哥慶,PERSON
418,義大利,GPE
418,義大利,GPE
418,今晚,TIME
419,中華隊,ORG
419,第場,ORDINAL
419,五,CARDINAL
419,王建民,PERSON
420,這幾個月,DATE
420,中華隊,ORG
420,台灣,GPE
421,義大利,GPE
421,台灣,GPE
421,台灣,GPE
421,中華隊,ORG
421,第場,ORDINAL
422,蔡昕霈,PERSON
422,大谷翔,PERSON
422,世界棒球經典賽,EVENT
422,日本,GPE
422,中國隊,ORG
422,東京巨蛋球場,FAC
422,大谷,PERSON
422,日本日,DATE
422,東京,GPE
422,中國,GPE
422,大谷翔平,PERSON
422,第棒,ORG
422,中國,GPE
422,楊晉,PERSON
422,三,CARDINAL
422,英里公里,QUANTITY
422,大谷翔平,PERSON
422,兩,CARDINAL
422,大谷翔平年,PERSON
422,美國,GPE
422,大聯盟,ORG
422,洛杉磯,GPE
422,東京,GPE
422,萬多,CARDINAL
422,前幾個鐘頭,TIME
422,日本,NORP
422,法新社,ORG
422,大谷翔平,PERSON
422,大谷翔平,PERSON
422,白水,PERSON
422,約美元,MONEY
422,日本隊,ORG
422,洛杉磯,GPE
422,美聯社,ORG
422,大谷翔平,PERSON
422,日本人,NORP
422,大谷翔平,PERSON
422,日裔,NORP
422,美籍,NORP
422,努特巴爾,PERSON
422,大谷翔平,PERSON
422,努特巴爾,PERSON
422,日本,GPE
422,國亞利桑那州,GPE
422,美國佛羅里達州,GPE
422,日本,GPE
422,韓國,GPE
422,澳洲,GPE
422,中國捷克,GPE
422,大谷翔平,PERSON
422,日,GPE
422,日本,GPE
422,韓國役,GPE
423,自由時報,WORK_OF_ART
423,易慧慈,PERSON
423,台灣,GPE
423,林襄,PERSON
423,襄信,PERSON
423,世界棒球經典賽,EVENT
423,前天,DATE
423,台灣,GPE
423,巴拿馬,GPE
423,今晚,TIME
423,義大利,GPE
423,江少慶,PERSON
423,昨晚,TIME
423,林襄,PERSON
423,台灣,NORP
423,襄信,PERSON
423,前晚,TIME
423,台灣,GPE
423,昨晚,TIME
423,義大利,GPE
423,古巴,GPE
423,今晚,TIME
423,台灣,GPE
423,義大利,GPE
423,陳怡叡,PERSON
423,昨晚,TIME
423,台灣隊,ORG
423,明天,DATE
423,義大利,GPE
423,台灣隊,ORG
423,林襄,PERSON
423,巴拿馬,GPE
423,胡智為,PERSON
423,艾璐,PERSON
423,襄信,PERSON
423,陳怡叡,PERSON
423,林襄,PERSON
423,台灣,GPE
423,林襄,PERSON
423,陳怡叡,PERSON
423,艾璐,PERSON
424,張釔泠,PERSON
424,日式,GPE
424,王建民,PERSON
424,玖壹壹,PERSON
424,台灣隊,ORG
424,王建民,PERSON
424,四,ORDINAL
424,張釔泠,PERSON
424,台北,GPE
424,玖壹壹,PERSON
424,世界棒球經典賽,EVENT
424,春風,PERSON
424,日式,NORP
424,台灣隊,ORG
424,王建民,PERSON
424,今年,DATE
424,三,CARDINAL
424,玖壹壹,PERSON
424,台灣,GPE
424,玖壹壹,PERSON
424,春風,PERSON
424,台灣隊,ORG
424,大樹哥,PERSON
425,日,GPE
425,韓,GPE
425,日,GPE
425,韓,GPE
425,日,GPE
425,韓,GPE
425,日本,GPE
425,韓國,GPE
425,日,GPE
425,韓,GPE
425,日本,NORP
425,韓,GPE
425,日,GPE
425,韓,GPE
425,ァン,GPE
425,日本,GPE
425,金廣鉉,ORG
425,日本,GPE
425,韓國,GPE
425,今晚六點,TIME
426,東森,ORG
426,李欣容,PERSON
426,台北,GPE
426,林襄,PERSON
426,今日,DATE
426,樂天,ORG
426,筠熹,PERSON
426,阿布舞,PERSON
426,日前,DATE
426,石垣島,LOC
426,林襄,PERSON
426,筠熹,PERSON
426,林襄,PERSON
426,今林襄,PERSON
426,石垣島,LOC
426,晚上,TIME
426,公斤,QUANTITY
426,公斤,QUANTITY
426,筠熹,PERSON
426,世界棒球經典賽,EVENT
426,昨日,DATE
426,中華隊,GPE
426,第戰,EVENT
426,巴拿馬,GPE
426,林襄,PERSON
426,林襄,PERSON
426,林襄,PERSON
426,林襄,PERSON
427,台北南港中信金融園區,LOC
427,桃園桃園,GPE
427,下午,TIME
427,台中台中市,GPE
427,彰化縣,GPE
427,圓環,LOC
427,雲林斗六膨鼠森林公園,FAC
427,高雄苓雅運動中心,FAC
427,花蓮,GPE
428,阿肥,PERSON
428,中國隊,ORG
428,日本,GPE
428,大谷,PERSON
428,阿肥,PERSON
428,奧運,EVENT
428,鬼島灣灣棒球隊,ORG
428,中國,GPE
428,中國隊,ORG
428,中國,GPE
428,鬼島棒球隊,ORG
428,半,CARDINAL
428,中國隊,ORG
429,阿肥,PERSON
429,中華隊,ORG
429,大聯盟,ORG
429,義大利,GPE
429,荷蘭,GPE
430,今天,DATE
430,二,CARDINAL
430,中華隊,ORG
430,自由時報娛樂頻道,ORG
431,台灣人,NORP
431,台灣,GPE
431,中華台北,GPE
431,萬,CARDINAL
431,巴拿馬,GPE
431,菲律賓,GPE
431,中華棒球隊,ORG
431,中華棒球隊,ORG
432,中華隊,ORG
432,中華隊,ORG
432,中華隊,ORG
432,中華隊,ORG
432,中華隊,GPE
433,中華,GPE
433,巴拿馬,GPE
433,洲際慘案,EVENT
433,隔天,DATE
433,韓國,GPE
433,澳洲,GPE
433,白虎,PERSON
433,中國隊,ORG
433,七,CARDINAL
433,日本,GPE
433,中國,GPE
433,大陸隊,GPE
433,大陸,NORP
433,中國,GPE
433,捷克,GPE
434,韓國,GPE
434,澳洲,GPE
434,姜白虎離壘包,PERSON
434,年月,DATE
434,澳大利亞,GPE
434,韓國,GPE
434,韓國隊,ORG
434,姜白虎,PERSON
434,澳洲,GPE
434,新唐人,ORG
434,年月,DATE
434,世界棒球,EVENT
434,韓國隊,ORG
434,澳洲,GPE
434,韓國隊,ORG
434,姜白虎,PERSON
434,韓媒,GPE
434,日本,GPE
434,韓國,GPE
434,澳洲,GPE
434,中國捷克,GPE
434,兩,CARDINAL
434,韓,GPE
434,澳,GPE
434,韓國,GPE
434,日本,GPE
434,年月日,DATE
434,日本,GPE
434,東京,GPE
434,澳大利亞,GPE
434,韓國,GPE
434,韓國,NORP
434,第八,ORDINAL
434,法新社,ORG
434,澳洲隊,GPE
434,今天,DATE
434,東京,GPE
434,肯納利局,ORG
434,格倫汀寧柏金斯局,ORG
434,韓國,GPE
434,年月日,DATE
434,澳洲隊,ORG
434,肯納利局,ORG
434,澳洲,GPE
434,經典賽,EVENT
434,今天,DATE
434,韓國,GPE
434,大谷翔,PERSON
434,平達,PERSON
434,日本,GPE
434,澳洲局,ORG
434,韓國局,ORG
434,梁義智,PERSON
434,兩,CARDINAL
434,澳洲,GPE
434,澳洲,GPE
434,韓國局,ORG
434,姜白虎,PERSON
434,澳洲,GPE
434,二,CARDINAL
434,第時,ORDINAL
434,韓國局,ORG
434,澳洲,GPE
434,日,GPE
434,中國,GPE
434,韓國,GPE
434,日,GPE
434,日本,GPE
434,年月日,DATE
434,日本,GPE
434,東京,GPE
434,澳大利亞,GPE
434,韓國,GPE
434,澳大利亞,GPE
434,格倫汀寧,PERSON
434,第三,ORDINAL
434,年月日,DATE
434,日本,GPE
434,東京,GPE
434,世界棒球經典賽組比賽,EVENT
434,澳大利亞,GPE
434,柏金斯,PERSON
434,第八,ORDINAL
434,中央社,ORG
434,夏明義,PERSON
435,台積電,ORG
435,萬七萬八,CARDINAL
435,中華隊,ORG
435,書豪,PERSON
435,書豪,PERSON
436,當年,DATE
436,台籃,ORG
436,中華隊,ORG
437,洲際慘案,EVENT
437,義大利,GPE
437,許稚佳,PERSON
437,中華台北隊,ORG
437,巴拿馬,GPE
437,今日晚上,TIME
437,義大利,GPE
437,黃偉祺,PERSON
437,義大利,GPE
437,義大利,GPE
437,中華台北,GPE
437,義大利,GPE
437,中華,GPE
437,台北,GPE
437,華台北,GPE
437,黃偉祺,PERSON
437,義大利,GPE
437,華台北,GPE
437,巴拿馬,GPE
437,今日,DATE
437,義大利,GPE
437,中華台北隊,ORG
437,義大利隊,ORG
437,巴拿馬古巴,GPE
437,黃偉祺,PERSON
437,義大利,GPE
437,大分,LOC
437,中華台北,GPE
437,黃,PERSON
437,幾百元,MONEY
437,華台北,PERSON
437,萬元,MONEY
437,義大利,GPE
438,中華隊,ORG
439,巴拿馬,GPE
439,中華隊,ORG
439,晚上,TIME
440,姆咪姆咪,PERSON
440,前天,DATE
440,巴拿馬,GPE
440,中華隊,GPE
440,台灣,GPE
440,台灣,GPE
440,旅美,GPE
440,旅日,GPE
440,億,CARDINAL
440,大谷,PERSON
440,億台幣,MONEY
440,美國,GPE
440,日本,GPE
440,洲際球場,FAC
440,中華隊,ORG
441,古巴隊,ORG
441,巴拿馬,GPE
441,七,CARDINAL
441,中華隊,ORG
441,中國,GPE
441,捷克,GPE
441,今年,DATE
442,邱晟軒,PERSON
442,中華隊,ORG
442,今晚,TIME
442,世界棒球經典賽,EVENT
442,日,GPE
442,台灣,GPE
442,巴拿馬,GPE
442,今日晚間,TIME
442,義大利,GPE
442,國民黨青工會,ORG
442,滿志剛,PERSON
442,中華隊,ORG
442,義大利,GPE
442,今天,DATE
442,中華隊,ORG
442,中華隊,ORG
442,滿志剛,PERSON
442,巴拿,GPE
442,今晚七點,TIME
442,中華隊,ORG
442,昨天,DATE
442,古巴,GPE
442,義大利,GPE
442,中華隊,ORG
442,滿志剛,PERSON
442,中華隊,ORG
442,今天,DATE
442,義大利,GPE
442,滿志剛,PERSON
442,中華,GPE
443,世界棒球經典賽,EVENT
443,捷克隊,GPE
443,東京,GPE
443,中國隊,ORG
443,中國,GPE
443,捷克,GPE
