system_id,artTitle,artDate,artCatagory,artSecondCatagory,artUrl,artContent,dataSource
213,圖輯／經典賽中華對決義大利 球迷大吃義大利披薩應援,2023-03-10 19:54:00,運動,,https://udn.com/news/story/10785/7023510,世界棒球經典賽今天在台中洲際棒球場舉行中華對決義大利的比賽，面對強敵義大利，球迷使出應援絕招，在看比賽吃大吃義大利披薩抗敵。今天晚間是中華隊在經典賽的第二場比賽，面臨不能輸的壓力，球迷使出各種渾身解數加油，希望在賣力應援下，可以為中華隊帶來好運氣。世界棒球經典賽今天在台中洲際棒球場舉行中華對決義大利的比賽，球迷大吃披薩為中華隊加油。記者黃仲裕／攝影 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
214,經典賽／江少慶42球退場還能戰古巴 王維中接手戰局,2023-03-10 20:19:00,運動,,https://udn.com/news/story/10785/7023573,中華隊今天面對義大利隊尋求勝場，江少慶扛起先發重任，投2局失2分，在2：2之際退場，用球數42球，在預賽還有再上場的可能性。中華隊首戰面對巴拿馬隊踢到鐵板，休兵1天後再戰義大利，江少慶先發避免「首局症」再犯，第一局僅面對3位打者，第2局卻未能避免失血。義大利二局上以連兩支安打開局，一、三壘有人時，義大利突襲短打先搶下追平分，第八棒迪魯茲歐（Ben DeLuzio）補上三壘打，義大利反倒以2：1超前。中華隊1局下林子偉敲出陽春砲，陳傑憲2局下靠觸身球上壘，鄭宗哲再度展現超齡抗壓，補上適時安打、帶有1分打點，江少慶在比分2：2之際退場，交由王維中接手。江少慶共用42球，先發2局被敲4安打、失2分，超過30球、未滿50球，僅需間隔1天，仍可能在12日面對古巴之戰登板。江少慶先發2局失2分退場，共用42球，預賽仍可再登板。記者黃仲裕／攝影 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
215,經典賽／全台為他鼓掌！張育成追平兩分砲 霸氣傾聽全場掌聲,2023-03-10 22:07:00,運動,,https://udn.com/news/story/10785/7023716,這就是大聯盟級的戰力！陷入苦戰的中華隊，今天靠張育成在第6局用追平兩分砲重新提振士氣，讓全場2萬人為他鼓掌。中華隊今天在世界棒球經典賽分組賽出戰義大利隊，前半段的兩度領先都像是夢境般短暫美好，打完前5局處於5：7落後，洲際棒球場氣氛一度死寂。中華隊在第6局攻守都接連出現亮點，6局上呂彥青接手陳禹勳留下的兩出局、一壘有人局面，1球都還沒投，就牽制抓到一壘跑者佛列契（David Fletcher）；下半局林立的保送開啟契機，兩出局後輪到張育成，鎖定第1球、94哩伸卡球出棒，一棒炸出中右外野牆外。張育成這發兩分砲讓比分形成7：7，中華隊重新回到戰局中，全場球迷起立向他敬禮，張育成則在繞過三壘後將手放在耳朵旁，霸氣傾聽2萬名球迷為他喝采的聲音。 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
216,經典賽／傳統好戲變大屠殺 日本13：4虐爆南韓,2023-03-10 22:19:00,運動,,https://udn.com/news/story/10785/7023730,世界棒球經典賽B組預賽今晚上演日韓大戰，傳統好戲變成一場一面倒的暴打秀，吉田正尚3安打、5分打點，大谷翔平雙安、4度上壘，日本武士終場以13：4電翻對手，相隔14年再度於經典賽從南韓手中打下雙位數分數。日本以地主之姿在分組賽2連勝啟航，反觀南韓在首戰輸給澳洲後，今天再遭日本打爆，已處於0勝2敗，爭取晉級大不利。日本此役由老將達比修有先發，投3局被敲3安打、失3分（責失2分），失分出現在第3局，先被姜白虎敲二壘打，梁義智逮中他的滑球炸裂兩分砲，上演連兩天開轟，三壘手村上宗隆的傳球失誤則讓危機持續擴大，李政厚補上安打再添1分，南韓取得3：0領先。日本在3局下就有回應，南韓先發投手金廣鉉連兩保送開啟危機，美籍日裔的努特巴爾（Lars Nootbaar）一壘打、近藤健介二壘打各掃回1分，南韓在此時決定換下金廣鉉，元兌仁登板第一打席先故意四壞保送大谷翔平，吉田正尚補上2分打點逆轉安打。日本的攻勢一波接一波，近藤健介敲出陽春砲，大谷翔平揮出二壘打、推進三壘後，吉田正尚的高飛犧牲打再次建功，6局持續加足馬力搶分，近藤健介在滿壘時先是以保送擠回分數，大谷翔平、吉田正尚、岡本和真都持續敲安追加分數，7局再添2分，險些就要「扣倒」南韓。日本前一次在經典賽對南韓攻下雙位數分數，已是2009年3月7日，以14：2的差距在7局提前結束比賽。 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC風雲                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
217,經典賽／三轟炸翻義大利 中華隊大逆轉狂迎首勝,2023-03-10 23:09:00,運動,,https://udn.com/news/story/10785/7023838,面對大聯盟球員滿滿的義大利隊，中華隊也有大聯盟級打線回應，林子偉開局炸出陽春砲，6局下張育成轟出追平兩分彈，到8局下中華職棒大聯盟全壘打王吉力吉撈・鞏冠再補上三分砲擴大領先，終場就以11：7擊敗義大利隊，維繫晉級希望。1局下林子偉的一發陽春砲，棒打義大利隊先發投手卡斯特拉尼（Ryan Castellani），瞬間引爆洲際球場歡呼聲，也是中華隊在本屆賽事第一次領先對手。2局上義大利隊靠著單局3支安打攻下2分，也將先發投手江少慶打退場，不過旅美21歲小將鄭宗哲扛住壓力，在2出局二壘有人時，敲出適時安打，一棒追平比數。3局下中華隊追擊，開局張育成二壘打、吳念庭一壘打，無人出局攻占一、三壘，1出局後陳傑憲安打、王柏融接連安打，各有1分打點，加上江坤宇的三壘滾地球造成失誤，一口氣攻下3分，取得領先。開賽至今，中華隊經歷領先、落後、追平到再次領先，然而4局上義大利隊掌握第二任投手王維中亂流，單局4支安打加上1次保送，一輪猛攻打回4分，反取得1分領先；5局上再從陳冠宇手中攻下1分。中華隊打線從第4局開始被伍德（Stephen Woods Jr.）壓制，現場氣氛靜默、緊繃，不過6局下終於打開破口，1出局後林立保送，2出局後張育成無情開轟，一發中右外野兩分砲，讓比數追平，中華隊重回戰局中。7局下「餅總」林岳平更展現兩次神調度，1出局一壘有人時，選擇由成晉代打王柏融，果真敲出安打延續攻勢，下一棒江坤宇敲安變滿壘後，又由范國宸代打鄭宗哲，結果敲出帶點運氣的內野安打，敲回超前分，中華隊本場第三度領先。8局下乘勝追擊 ，張育成保送、吳念庭安打後，吉力吉撈・鞏冠一棒將球掃出中外野全壘打牆，這發三分砲為中華隊取得4分領先，為比賽定調。呂彥青在5局登板後，為中華隊守住2局沒再掉分，也等來逆轉機會，拿下勝投；終結者宋家豪則是在8局上提前上場，加上投完第9局，總計1.1局僅被敲1支安打，沒有掉分，拿下救援成功。世界棒球經典賽在台中洲際棒球場舉行中華對決義大利的比賽，中華隊第六棒吉力吉撈·鞏冠八局下半擊出三分炮。記者黃仲裕／攝影 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
218,經典賽／南韓慘敗日本 韓媒：大災難、慘不忍睹,2023-03-10 23:27:00,運動,,https://udn.com/news/story/10785/7023889,南韓隊10日在世界棒球經典賽B組預賽以4:13慘敗給日本隊，南韓媒體第一時間紛紛以「大災難」、「慘不忍睹」為標題報導，由於南韓連敗兩場，國內媒體也認為晉級前景黯淡。媒體OSEN以「完敗」，朝鮮日報以「屈辱的敗北」形容比賽結果，朝鮮日報並認為南韓隊晉級機會渺茫。「體育朝鮮」則用「慘不 忍睹」（無法看完比賽）、「確實技不如人」、「大災難」報導比賽結果。 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC風雲                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
219,經典賽／福星！呂彥青0球拆彈後當轉運手 奪勝跟進嘟嘟、建仔,2023-03-10 23:32:00,運動,,https://udn.com/news/story/10785/7023906,中華隊今天讓洲際棒球場2萬球迷都沸騰，克服兩度落後，「福星」呂彥青的登板之後，張育成第6局敲追平兩分砲，就連第7局兩度啟用代打結局都是好的，中華隊終場11：7擊敗義大利隊，在本屆世界棒球經典賽拿到第1勝，呂彥青中繼兩局無失分奪勝，成為史上第3人、第4人次在經典賽奪勝的中華隊投手。中華隊此役共用6任投手，先發投手江少慶之後，王維中、陳冠宇、陳禹勳、呂彥青、宋家豪依序接手，守下這場勝利。呂彥青的2局投球任內，先是0球成功凍結跑者，中華隊運勢也跟著順起來，第6局張育成兩分砲，第7局兩次代打結局都是好的，中華隊從追平到超前，呂彥青也因此奪得勝投。中華隊拿下本屆賽事首勝、經典賽史上第4勝，過去3勝的勝利投手依序是潘威倫、王建民、潘威倫，呂彥青成為史上第3人、第4人次在經典賽奪勝的中華隊投手。 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
220,經典賽／連外媒都好奇敬禮手勢由來 張育成一言難盡,2023-03-10 23:58:00,運動,,https://udn.com/news/story/10785/7023983,中華隊今天歷經苦戰，以11：7擊敗義大利隊，在世界棒球經典賽開張勝場，張育成追平兩分砲是維繫氣勢不墜的關鍵，他的敬禮手勢也引起外媒好奇，賽後提問慶祝手勢由來，連總教練林岳平都笑了，張育成則是一言難盡。中華隊今天面臨兩度落後，洲際棒球場數度靜默變成洲際圖書館，第6局成為關鍵，呂彥青登板0球「拆彈」，6局下就出現張育成的追平兩分砲。被問到當下在球隊比較低迷時開轟，張育成解釋，「其實那時我們的氣勢沒有那麼低迷，兩出局、一壘有人，只是想推進到二壘，剛好直球紅中，就積極攻擊，沒想到有很好的結果。」外國媒體緊接著詢問他的敬禮手勢，林岳平當場露出微妙的笑容，張育成則笑答，這應該要請在場媒體幫忙說明。這一轟讓中華隊重新回到戰局中，張育成繞壘時，全場2萬名球迷為他喝彩，他說當下自己也很興奮，平手後更希望後面可以再有分數，「剛好他（吉力吉撈．鞏冠）又打全壘打。」 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
221,經典賽／抓住義大利剛換投契機 第7局2右打代打都奏效,2023-03-11 00:05:00,運動,,https://udn.com/news/story/10785/7023998,中華隊10日在世界棒球經典賽打下一場精采的勝利，以11：7擊敗義大利隊，第7局超前戰局，教練團當下把握住義大利換投必須面對3人次的機會，啟用右打代打，兩次調度結果都是好的。第7局時比賽仍處於7：7平手，中華隊的代打調度人選顯得相當大膽，王柏融的打席換上成晉，一棒敲出安打，范國宸則取代近況絕佳的鄭宗哲，雖擊出軟弱的游擊方向滾地球，也意外「軟」到對手處理不及，跑出一支帶有超前分的內野安打。林岳平解釋代打換人思維，「他們兩個本來就是一直在板凳上準備代打的右打，當下對手換投，必須完成三打席，可以換兩個，那時是需要串聯、需要打點的時候，很開心他們可以完成。」投手群表現仍是隱憂，林岳平也坦言確實有亂流，加上考慮到3連戰，「今天的投手不能超過4天休息，用分工去完成，很感謝打線支援，掉7分還能贏球。」 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
222,經典賽／虎伏四年等待躍起 黃子鵬扛抗荷先發,2023-03-11 00:13:00,運動,,https://udn.com/news/story/10785/7024012,中華隊在世界棒球經典賽第二戰以11：7擊敗義大利隊，演出瘋狂逆轉，全場燃起的猛烈鬥志要接棒給「老虎」黃子鵬，這位低肩側投等待四年，要迎來個人生涯首場一級國際賽登板。2019年世界12強棒球賽，黃子鵬雖然進入中華隊正式名單，也跟隨球隊打到東京，然而總計七場比賽，黃子鵬沒上場投過任何一球，只能在賽事結束後踩踩投手丘，稍稍彌補遺憾。之後世界進入疫情年代，中華隊直到今年才再次迎來一級國際賽，黃子鵬再次入選，已經是中職先發投手的代表人物，去年球季黃子鵬以2.33防禦率拿下防禦率王，先發24場也有著12勝3敗的好成績。荷蘭隊則推出右投手海格（Lars Huijer）應戰，他在2011年成進入水手隊小聯盟體系，四年生涯最高來到高階1A，在小聯盟留下15勝14敗、防禦率4.33的成績，之後轉戰荷蘭聯賽，去年球季登板14場、12場先發，拿下7勝1敗、防禦率僅0.86。 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊WBC風雲                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
223,經典賽／這慶生來得挺突然 呂彥青奪勝「永生難忘」,2023-03-11 00:19:00,運動,,https://udn.com/news/story/10785/7024013,呂彥青27歲生日當天收到最棒的生日禮物，中繼2局無失分，拿下勝投，成為史上第3人、第4人次在經典賽奪勝的中華隊投手，賽後也直呼永生難忘。中華隊在10日以11：7擊敗義大利隊，克服兩度落後，「福星」呂彥青的登板之後，張育成第6局敲追平兩分砲，就連第7局兩度啟用代打結局都是好的，中華隊打回超前分，在呂彥青投球任內從追平到領先，他也因此成為勝利投手，度過難忘的生日。「應該是永生難忘吧！」呂彥青表示，第一次打經典賽，就能在生日當天拿到勝投，滿不容易，「第一個願望達成了，希望之後的願望也可以努力完成。」此役還有一個另類場面，是他在6局上接手陳禹勳留下的兩出局、一壘有人局面，以牽制搞定，0球成功「拆彈」。他也對此解釋，「剛上去是一壘有人，捕手下達牽制指令，軟性牽制去破壞，沒想到他跑了，造成滿好的效果。」中華隊拿下本屆賽事首勝、經典賽史上第4勝，過去3勝的勝利投手依序是潘威倫、王建民、潘威倫，呂彥青成為史上第3人、第4人次在經典賽奪勝的中華隊投手。有趣的是，賽後記者會結束之際，大聯盟安排的記者會主持人以英文向他說「生日快樂」，現場媒體也鼓譟祝賀，在這樣的場面慶生，讓呂彥青當場傻眼、不知所措。 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    巴拿馬今天在世界棒球經典賽以2：0擊敗義大利隊，讓晚上7點中華隊與荷蘭隊之戰正式變成背水一戰，若中華隊輸球，就會確定在A...                                      巴拿馬隊在今天經典賽午場賽事以2：0擊敗義大利隊，歡慶可貴的隊史第二勝同時，中華隊也落入極度不利位置，晚場對荷蘭隊必須贏...                                      世界棒球經典賽今天出現第一場「扣倒」賽事，以及確定遭到淘汰的球隊，中國大陸隊提前在7局以2：12輸給澳洲隊，吞下3敗，確...                                      中華隊昨晚以十一比七逆轉擊敗義大利隊，今晚面對荷蘭隊要由「潛水艇」黃子鵬登板延續氣勢，荷蘭隊則推出荷蘭職棒投手海格，然而...                                      前日職西武獅名將、現為球團總經理的渡邊久信來到洲際球場，觀察世界棒球經典賽A組賽事，看過中華隊的比賽，他也大力稱讚新世代...                                      前日職西武獅名將、現為球團總經理的渡邊久信到台灣了，此行為了觀察世界棒球經典賽A組賽事，最重要是看中華隊吳念庭表現如何，...                  ,UDN
